File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
3aa1d315-a961-48b8-b237-a7dae911d60b	6e9f82ab-9b49-4a04-8aa5-b32d4c558b24.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A4F8	TCGA-FS-A4F8-06A	Metastatic
dc077ee4-896b-48eb-ac11-4c3d8d6fa659	7b75a0ed-5110-47c9-ac66-e46112932400.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3C8	TCGA-D3-A3C8-06A	Metastatic
a93fb919-edf0-4a46-b512-c096d1437b77	659ce4fd-18e2-47b2-b1ee-54027dbbdf0c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D9-A4Z5	TCGA-D9-A4Z5-01A	Primary Tumor
f61125cf-b58f-4a6b-af05-71fa17b03a00	47efad89-24a3-4864-8a60-9315167f304f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2ML	TCGA-EE-A2ML-06A	Metastatic
80c8e04c-6b04-4e25-949a-4040c9b53c1b	b918506c-5bcc-4bf7-a97a-c049dd53551b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A2NH	TCGA-ER-A2NH-06A	Metastatic
761fc531-5f35-48aa-bdd9-d0eebcb7ac3a	94919679-9aeb-411a-b9fd-a435bcd87d66.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-OD-A75X	TCGA-OD-A75X-06A	Metastatic
3c27e715-0d5a-429d-92b4-1d0c058867f2	d924d2d8-60ba-4601-b2d3-7faddfc2ce05.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2M5	TCGA-EE-A2M5-06A	Metastatic
5b45262f-c6d1-421f-a683-16571c1d10c9	95259f41-ad84-40fb-8902-6f9bff618809.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A5ES	TCGA-BF-A5ES-01A	Primary Tumor
8a3366ad-b017-4a3b-b0df-776cc7ecc89e	9774a650-c8eb-4264-a3fc-df312cc78b30.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A3DM	TCGA-BF-A3DM-01A	Primary Tumor
90d82f0f-a396-43a4-88a0-2b8a81226f64	47016973-023f-41de-927d-0df1e0d1789e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3JA	TCGA-EE-A3JA-06A	Metastatic
42e68a05-1665-4895-89ba-8448b999dd26	f4330953-9314-4339-b54e-5e633e64b0f2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A430	TCGA-EB-A430-01A	Primary Tumor
02c67a59-92af-4b33-876c-d266da6e2916	cfb52011-5d71-4587-b828-e0e2b115325d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A1Q9	TCGA-D3-A1Q9-06A	Metastatic
6f6d6604-4b7b-4cc0-a17c-3825cbc62c7f	fff8635a-798d-400c-83a5-2dd6b6ba5dba.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19K	TCGA-ER-A19K-01A	Primary Tumor
57e50e7c-9df7-4451-b3f3-221dc5133725	322316e3-6a53-4d2e-ae4d-6ec0785a0d0b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FW-A3I3	TCGA-FW-A3I3-06A	Metastatic
a8f505b6-4f24-4386-9689-d23d2cfc23d0	bcc52bb7-9c00-42cc-a31a-fb86b00ef089.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A51J	TCGA-D3-A51J-06A	Metastatic
11e16f0f-23e0-449e-96db-f4f03dff88c5	0a3f430a-7e5e-4e68-92cc-f767da7e361c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A8LL	TCGA-GN-A8LL-06A	Metastatic
9bf36179-c553-42f2-ae7e-69e667394293	52668f47-4ca4-4c03-a9d7-fb6cb89e4989.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3AA	TCGA-EE-A3AA-06A	Metastatic
4db00c09-4fc8-4e58-83cb-11e1216dce3b	37d075d7-76fe-406a-8ba8-6d10116bebcb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GN	TCGA-D3-A8GN-06A	Metastatic
19b3ebc9-610b-44a2-8d05-93bab3c7869d	3740ed53-ea92-47a5-b46e-986f026a4ce3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A1HY	TCGA-DA-A1HY-06A	Metastatic
faadfdf5-bf99-475b-a6fe-c4e4bed343d7	0f5dcdd3-2e9e-41d1-88a0-e186519aae4e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A550	TCGA-EB-A550-01A	Primary Tumor
ab9fdae4-6ae3-45e8-a779-2a06a4478218	6aec85fb-0942-4a9b-bbe9-65dd5236895c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3MR	TCGA-D3-A3MR-06A	Metastatic
571384d4-26ef-49b1-879f-90e8747c9c0c	b4acb23a-4f0f-40dd-be0e-2faa2f196f9f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A3XF	TCGA-EB-A3XF-01A	Primary Tumor
aa390e2b-961e-43ae-ae38-0f9ad7e94ab0	140c9bd5-8368-47ea-b310-d98d6f84566d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A1I5	TCGA-DA-A1I5-06A	Metastatic
9de3466a-a2ee-42cc-866d-d8051e128665	606312ce-9729-4adf-90f9-7fb2febf4dae.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-YD-A9TA	TCGA-YD-A9TA-06A	Metastatic
f7a887b6-436e-4df7-9708-e0e3897ba793	5a067a75-9a3d-4b31-812f-c041620867d7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A3XD	TCGA-EB-A3XD-01A	Primary Tumor
9196bea3-7b41-4496-b75d-3165d3d9c2e6	d1aef548-e9d1-41ff-882d-7e781413e8b4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A5ER	TCGA-BF-A5ER-01A	Primary Tumor
c0a25224-03ae-4cb4-9dec-49c16e9ffd68	92cc5466-7ae6-458a-80bf-2be5d81f8d37.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A6QY	TCGA-EB-A6QY-01A	Primary Tumor
ed5704d6-0460-469c-a637-1ca95fd3996b	659ce4fd-18e2-47b2-b1ee-54027dbbdf0c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D9-A4Z5	TCGA-D9-A4Z5-01A	Primary Tumor
b9fa7ec9-3ae2-4083-b6d1-3a3abdbb0c67	e4af4599-f7c6-46e3-8ab8-93b97d41e9c1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-A828	TCGA-W3-A828-06A	Metastatic
413dca09-1264-4762-bd45-4912aa60605e	358bf424-d523-4871-9753-540d3297fccd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FR-A69P	TCGA-FR-A69P-06A	Metastatic
22e8948a-1447-4f63-a5ae-fab81b34521a	dffdfddf-6269-4ffc-a17a-35f301a5b06d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-01A	Primary Tumor
927ea614-1364-477d-918f-9adc3c849f6e	ed8e9b9c-ca75-4129-87bc-60f595f5ac77.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-LH-A9QB	TCGA-LH-A9QB-06A	Metastatic
f6a10714-e645-47f4-a8ce-fb4e81a39d64	f7db04d7-d71f-4072-815e-f20332a74f02.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A20F	TCGA-EE-A20F-06A	Metastatic
0ce07caa-e0e8-4fec-8d81-c2e80b3dc0ba	4f9b4b4d-b829-4a05-8a5e-820b52bea143.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A5VU	TCGA-EB-A5VU-01A	Primary Tumor
66762026-6807-461f-a55f-7327b1c58907	5931cfde-d4dd-4538-a543-ad99ea6fd85f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A268	TCGA-GN-A268-06A	Metastatic
c8877223-ddee-4119-8c30-716f2166225d	b15a2a09-2fa9-4696-a65a-9341f490fdb5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A199	TCGA-ER-A199-06A	Metastatic
feb2dc6c-2d0a-4f05-9bc9-be0d9dc504c4	1cf4d5bc-a977-4057-b25d-f91384e3b409.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A3XC	TCGA-EB-A3XC-01A	Primary Tumor
7f747f1c-82e5-4003-8548-664ca3b64a47	6b19ce18-911c-4d18-adb0-c3e433ec53bb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3AC	TCGA-EE-A3AC-06A	Metastatic
a7430c41-42e4-49e1-bf4c-1d7695bc1621	c24a8fb2-8db1-4c1f-a230-682de53ff964.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-RP-A6K9	TCGA-RP-A6K9-06A	Metastatic
9ac05cbf-7e47-4718-93d2-82441ae39625	bf730223-b18f-46ef-b9b9-c94ee729aedb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GQ	TCGA-D3-A8GQ-06A	Metastatic
21cdb58d-84c1-40c5-8445-1bab983db084	944c33bc-e503-480f-a264-8d77da56921b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3AH	TCGA-EE-A3AH-06A	Metastatic
909b81b3-49e3-475b-bf7b-501ee846516c	8f2f0e1f-50ec-4352-97c0-2c9c9c502735.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA21	TCGA-W3-AA21-06A	Metastatic
7fea0ed2-af73-4bd5-909d-185b715eabee	11d18719-8168-4d05-9dff-8305c0d8db55.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A1PU	TCGA-BF-A1PU-01A	Primary Tumor
246e5732-d612-4b21-adca-e728b992c6e2	1ad750c4-add7-42e7-936b-30d3d2cb1738.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A1PZ	TCGA-BF-A1PZ-01A	Primary Tumor
737e376a-ad6a-4835-85db-971f081729bf	d9cf594b-b44d-40d1-a9d6-2cb80abd4595.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZA	TCGA-FS-A1ZA-06A	Metastatic
c77c4fd9-f144-4375-9200-d7bf45788f1e	9eef512c-1b7e-4ae5-b0d8-d9d6884dd706.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A196	TCGA-ER-A196-01A	Primary Tumor
55ae29da-7527-468f-9379-efaf3f81cbce	7b98f1f0-ec44-4414-8e1c-0d29a386e45c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-11A	Solid Tissue Normal
0bca49da-7d3e-490c-940c-19e4a168151e	e89140b0-af29-4aaa-b8c7-058d9397efce.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3J7	TCGA-EE-A3J7-06A	Metastatic
a23a715a-7f3e-416a-abf6-d0a9b473da4a	b0a44ece-6cfe-4d2e-8048-c899516b882e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA1R	TCGA-W3-AA1R-06A	Metastatic
d818fd83-05e4-4fb1-8dc0-3ce8a7ff949d	8d875551-4732-40f3-8df3-57f04afae472.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZN	TCGA-FS-A1ZN-01A	Primary Tumor
ec629424-e782-4e35-9a37-ceec8fd968c6	3cb1f903-64b3-4f84-9ed7-9e3fb8f4578c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A26D	TCGA-GN-A26D-06A	Metastatic
6332fde6-666f-490b-a215-2052a4146d28	663c584c-bb4f-4faa-ab74-611d65555df0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-06A	Metastatic
608258c6-7ee7-49c9-bba8-389b8a84c9e7	81d5aaf1-ac19-4c1e-90b9-085a5ca83a1a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GU	TCGA-EE-A2GU-06A	Metastatic
647da6fe-4637-4064-9e85-e4fd542e6ae5	1cce6993-e930-4df9-8323-eca338fda4f1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2A6	TCGA-EE-A2A6-06A	Metastatic
1dc5da70-bcd9-4b3e-983a-23aac60d4248	663c584c-bb4f-4faa-ab74-611d65555df0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-06A	Metastatic
a725b7cd-5f33-487d-ad5e-93a89eef3ac2	5f238bcd-ac5c-4893-9a33-df8d2fbccefc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-AAP1	TCGA-BF-AAP1-01A	Primary Tumor
72262aff-da8d-499c-bd09-1994874c17d9	5f238bcd-ac5c-4893-9a33-df8d2fbccefc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-AAP1	TCGA-BF-AAP1-01A	Primary Tumor
a081dfb9-4ec0-4fff-839c-7146c6630ec3	5f36aa0d-7f3c-49e2-812e-f3317264ac68.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A1I2	TCGA-DA-A1I2-06A	Metastatic
af8f94bf-b6e5-494d-81be-2abacf73102e	af52f284-f541-49ed-898e-eca29f032c73.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GB	TCGA-D3-A8GB-06A	Metastatic
1ef6f5f8-c541-4ab6-8a49-4576d957e232	7ea8c723-ff72-45ea-ac8c-70e96722e2eb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2MP	TCGA-EE-A2MP-06A	Metastatic
74f7d582-3db7-427c-97e8-37bda06937a4	ae97fce3-191b-45b9-8b00-d33790473b5a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FR-A8YE	TCGA-FR-A8YE-06A	Metastatic
7f19c502-ba03-4f84-abf3-a46f412ed989	737214d3-8cd7-4ba7-b034-19cb7911ffa8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-AAA0	TCGA-WE-AAA0-06A	Metastatic
3f100497-783e-4ad3-9d0a-891b30727b66	d93a2fac-ff6a-4c2a-8c8c-bc25b6e2b3c3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-06A	Metastatic
6716b96e-821c-4956-be80-2c13a6744aa2	2c96ff80-4ea4-4de9-ae5d-ec3db1a9bffb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3BZ	TCGA-D3-A3BZ-06A	Metastatic
1f12986b-d2b1-4506-9d08-1e7da28e9cf1	765c6ef0-79e9-48cd-a606-8d14245a751b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A1Q4	TCGA-D3-A1Q4-06A	Metastatic
6d055bf1-1bbb-465b-8a39-eff385f25dc4	0860ef52-bd40-42b9-9bcf-fe36be688c38.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZB	TCGA-FS-A1ZB-06A	Metastatic
9f6de763-7d58-4161-814b-a40af480e82b	95259f41-ad84-40fb-8902-6f9bff618809.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A5ES	TCGA-BF-A5ES-01A	Primary Tumor
6dec6428-a627-4ee2-b646-720e13170a2b	893a2cda-edeb-464b-9afa-7b147bcc75e8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GK	TCGA-D3-A8GK-06A	Metastatic
2be5e87e-c202-400e-a108-902c12cd4e18	15b87438-308c-491e-ac85-6fb75a470182.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U3	TCGA-GN-A4U3-06A	Metastatic
18ea33ba-24ff-4432-93fb-76e7e3762c34	c40ec74a-9da2-48a7-8f4a-79a9efabf57f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-AAOU	TCGA-BF-AAOU-01A	Primary Tumor
7d2f9fb3-7f93-4e20-afe4-e880b3ed9923	fe16e32b-ce86-4136-9a8b-9cafe102970f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19F	TCGA-ER-A19F-06A	Metastatic
7cc2d3c3-dba9-413b-9c17-dfaed2bea3a1	7c2ce96b-9ada-43b5-a522-91e307379f79.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29E	TCGA-EE-A29E-06A	Metastatic
8ae2d73c-7b3f-46cf-b8ee-08b2f3d3ae5c	0dc2d2e1-6336-49bd-8cd7-ba67cd13776a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A44R	TCGA-EB-A44R-06A	Metastatic
8402807a-fcb8-414c-91ba-6d9cc7950a70	aae6a581-f31f-41d8-a635-444486314ddb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-A8ZQ	TCGA-WE-A8ZQ-06A	Metastatic
83bf0fb8-ff5d-496d-9014-c41acb0964ef	4abf84b3-437d-4d0b-890b-86d3ffee35d8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA1W	TCGA-W3-AA1W-06A	Metastatic
a17e49cc-e825-4212-a7f0-8d8cf153bc8e	793a4160-f480-4ca2-9afd-42ffec3dc717.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19H	TCGA-ER-A19H-06A	Metastatic
25d184a9-e7a2-4bc5-838b-c0230af16567	0498d3e9-bf60-48ff-bf34-d9725718c576.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A8LK	TCGA-GN-A8LK-06A	Metastatic
de1f6ec9-564f-4bbc-811c-3816c8e87fc9	df3755d7-d842-4be4-8f52-c040b3d4d03a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A2NC	TCGA-ER-A2NC-06A	Metastatic
06392e70-31a7-4ec4-8e3d-5d3dc7275cd7	74ed0124-f00a-4066-88f4-786196e32ed0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3C3	TCGA-D3-A3C3-06A	Metastatic
e1e671d2-6cf2-440b-9518-752fbdd003f5	90994cf0-763d-43a4-980d-6c8c5ff24dac.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA1Q	TCGA-W3-AA1Q-06A	Metastatic
c6e92ccf-5032-4fb7-bc08-5276d974b410	4e44a38b-47b2-427b-ba06-b8bc25b3798c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JD	TCGA-D3-A2JD-06A	Metastatic
631d0a17-6748-4471-9038-94d84ce25582	7b414ea9-1674-41c5-a0b2-5b1925ac9aec.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A960	TCGA-DA-A960-01A	Primary Tumor
c905ff4a-e7d1-4fc9-a5b2-7a14af398017	dffdfddf-6269-4ffc-a17a-35f301a5b06d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-01A	Primary Tumor
9f59e80f-c2d8-420c-86f2-7c14385d31a0	b363d8f4-1878-4781-a619-245ada710327.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29R	TCGA-EE-A29R-06A	Metastatic
3e5b3268-cfd8-44c0-a25c-06e2740c7167	ac37405d-dfae-4733-bbe6-157d7657023c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3JD	TCGA-EE-A3JD-06A	Metastatic
a3311a66-2e89-492a-8c0f-00b81c92ac59	d864342f-43bc-4874-9d68-d3e4b886fd8d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-A824	TCGA-W3-A824-06A	Metastatic
b716aecf-6587-4820-86c4-51e86df26f34	ab101bac-2243-445f-bad5-9aa605261f29.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JO	TCGA-D3-A2JO-06A	Metastatic
b3fa1559-07c1-47c8-980c-632eae8923f8	fe16e32b-ce86-4136-9a8b-9cafe102970f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19F	TCGA-ER-A19F-06A	Metastatic
e9e60c13-9a9c-4505-a00c-b26ea3918486	25e2a15b-16b4-48dd-a983-4ddf6a6a418e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A183	TCGA-EE-A183-06A	Metastatic
bfdbd981-f22d-4a6d-ad78-0a01e3c27acd	7a241ae9-e218-4479-8096-d855cf3e8565.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A3PL	TCGA-ER-A3PL-06A	Metastatic
ee61b894-44be-4e19-ae16-83ca22597bf3	00e2c524-8a29-46d7-bf88-ed5f9c3dcf32.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-06A	Metastatic
00aac11a-9432-43a9-b35a-ee9edb3718d0	f5d259d3-a462-4d0f-919a-c0783801dc5c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A95W	TCGA-DA-A95W-06A	Metastatic
7f9602fb-9dd7-4c28-a969-baa83e7a2515	ca32f4ac-2a6d-4b36-bcaa-b5904521f6ed.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3AF	TCGA-EE-A3AF-06A	Metastatic
38de718f-996c-41d4-9cfa-d8fe685453a4	a921527a-8c50-4c20-b391-0e872fc06574.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JA	TCGA-D3-A2JA-06A	Metastatic
74281335-5ee9-4b5d-b050-5b9bd72f3b79	50124e50-c346-49b6-a493-d9114a7a05cb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-XV-A9W2	TCGA-XV-A9W2-01A	Primary Tumor
0958dfe4-9708-49ca-9c17-ae1466991b53	790e4e9a-3da2-43d0-9ebb-683306fd56c0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GN	TCGA-EE-A2GN-06A	Metastatic
98be3103-5043-4ed8-b579-96aee0889786	9428bf95-8b1c-4725-899d-aa05befb3b88.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GO	TCGA-EE-A2GO-06A	Metastatic
cfe3acc1-f7c4-456e-ba67-33bf686816de	22e53530-5ff4-43cc-8dd7-b775ff189c03.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JE	TCGA-D3-A2JE-06A	Metastatic
cafb46c9-1bf5-4449-80db-c7c6fc1f3813	58449465-e5e0-4721-aa6f-6c9b4d861127.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZD	TCGA-FS-A1ZD-06A	Metastatic
58e6229e-ba77-4d2d-8914-a65ee1ba2baa	ca32f4ac-2a6d-4b36-bcaa-b5904521f6ed.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3AF	TCGA-EE-A3AF-06A	Metastatic
74fa18d3-5b47-47b4-9920-64bfab8a5d52	167043fc-bc6c-454f-ad5f-073cc12385e7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A1QA	TCGA-D3-A1QA-06A	Metastatic
2287f742-7e14-47d6-87b3-70759c85d2b5	ced61cfd-4e64-48da-a5c1-bf6d4f68f889.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A17Z	TCGA-EE-A17Z-06A	Metastatic
39a6c286-e865-4e63-ac76-dd90513e3468	c8bd98d2-41c0-45b4-825e-5be2caf7ebd9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A299	TCGA-EB-A299-01A	Primary Tumor
86c41f3a-9208-4319-821d-0775e91ddd05	50dac4be-80dd-4658-a1fa-eac44c1a858c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A4F5	TCGA-FS-A4F5-06A	Metastatic
30b6b9a3-ed92-4c89-95b9-ec3524f135bb	613ff4e7-977a-4ca9-8345-1abe7cac36bc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A42L	TCGA-ER-A42L-06A	Metastatic
c04d2788-7307-47a9-8665-09da61dc9580	07f2753b-1e28-4703-a734-312be3391911.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2A1	TCGA-EE-A2A1-06A	Metastatic
